NOTE! Installing ujson may make loading annotations faster.
Using device: cuda:0
Using math SDPA backend for higher-order gradient compatibility.
Loading COCO dataset...
Loading annotations into memory...
Done (t=8.81s)
Creating index...
index created!
Loading annotations into memory...
Done (t=0.37s)
Creating index...
index created!
Train samples: 117266, Val samples: 4952
Epoch 3, Batch 2000/3665: Loss=3.5232
Epoch 3, Batch 2050/3665: Loss=3.7903
Epoch 3, Batch 2100/3665: Loss=3.6861
Epoch 3, Batch 2150/3665: Loss=3.5059
Epoch 3, Batch 2200/3665: Loss=3.6547
Epoch 3, Batch 2250/3665: Loss=3.8059
Epoch 3, Batch 2300/3665: Loss=3.5299
Epoch 3, Batch 2350/3665: Loss=3.7203
Epoch 3, Batch 2400/3665: Loss=3.3355
Epoch 3, Batch 2450/3665: Loss=3.4428
Epoch 3, Batch 2500/3665: Loss=3.5648
Epoch 3, Batch 2550/3665: Loss=3.1426
Epoch 3, Batch 2600/3665: Loss=3.7902
Epoch 3, Batch 2650/3665: Loss=3.9048
Epoch 3, Batch 2700/3665: Loss=3.8571
Epoch 3, Batch 2750/3665: Loss=3.8815
Epoch 3, Batch 2800/3665: Loss=4.1102
Epoch 3, Batch 2850/3665: Loss=3.7306
Epoch 3, Batch 2900/3665: Loss=3.5807
Epoch 3, Batch 2950/3665: Loss=3.5686
Epoch 3, Batch 3000/3665: Loss=3.4964
Epoch 3, Batch 3050/3665: Loss=3.9809
Epoch 3, Batch 3100/3665: Loss=3.6904
Epoch 3, Batch 3150/3665: Loss=3.9583
Epoch 3, Batch 3200/3665: Loss=3.8771
Epoch 3, Batch 3250/3665: Loss=3.8121
Epoch 3, Batch 3300/3665: Loss=3.8185
Epoch 3, Batch 3350/3665: Loss=3.6508
Epoch 3, Batch 3400/3665: Loss=3.8993
Epoch 3, Batch 3450/3665: Loss=3.4020
Epoch 3, Batch 3500/3665: Loss=3.7950
Epoch 3, Batch 3550/3665: Loss=3.5866
Epoch 3, Batch 3600/3665: Loss=3.2996
Epoch 3, Batch 3650/3665: Loss=3.4305
Epoch 3 | Train Loss: 3.6212 | Test Accuracy: 19.24%
Epoch 4, Batch 0/3665: Loss=3.6909
Epoch 4, Batch 50/3665: Loss=3.7160
Epoch 4, Batch 100/3665: Loss=3.4960
Epoch 4, Batch 150/3665: Loss=3.7519
Epoch 4, Batch 200/3665: Loss=3.0736
Epoch 4, Batch 250/3665: Loss=3.5340
Epoch 4, Batch 300/3665: Loss=3.7596
Epoch 4, Batch 350/3665: Loss=3.4675
Epoch 4, Batch 400/3665: Loss=3.4949
Epoch 4, Batch 450/3665: Loss=3.0591
Epoch 4, Batch 500/3665: Loss=3.6228
Epoch 4, Batch 550/3665: Loss=3.4589
Epoch 4, Batch 600/3665: Loss=3.8634
Epoch 4, Batch 650/3665: Loss=3.5281
Epoch 4, Batch 700/3665: Loss=3.4630
Epoch 4, Batch 750/3665: Loss=3.5803
Epoch 4, Batch 800/3665: Loss=3.8779
Epoch 4, Batch 850/3665: Loss=3.6801
Epoch 4, Batch 900/3665: Loss=3.7474
Epoch 4, Batch 950/3665: Loss=3.8109
Epoch 4, Batch 1000/3665: Loss=3.6490
Epoch 4, Batch 1050/3665: Loss=3.5002
Epoch 4, Batch 1100/3665: Loss=3.4429
Epoch 4, Batch 1150/3665: Loss=3.5229
Epoch 4, Batch 1200/3665: Loss=3.5824
Epoch 4, Batch 1250/3665: Loss=3.7950
Epoch 4, Batch 1300/3665: Loss=3.7043
Epoch 4, Batch 1350/3665: Loss=3.5000
Epoch 4, Batch 1400/3665: Loss=3.8230
Epoch 4, Batch 1450/3665: Loss=4.1222
Epoch 4, Batch 1500/3665: Loss=3.3390
Epoch 4, Batch 1550/3665: Loss=3.8413
Epoch 4, Batch 1600/3665: Loss=3.1677
Epoch 4, Batch 1650/3665: Loss=3.1190
Epoch 4, Batch 1700/3665: Loss=3.3057
Epoch 4, Batch 1750/3665: Loss=3.3709
Epoch 4, Batch 1800/3665: Loss=3.8064
Epoch 4, Batch 1850/3665: Loss=3.6861
Epoch 4, Batch 1900/3665: Loss=3.6120
Epoch 4, Batch 1950/3665: Loss=3.1522
Epoch 4, Batch 2000/3665: Loss=3.1693
Epoch 4, Batch 2050/3665: Loss=3.4336
Epoch 4, Batch 2100/3665: Loss=3.4150
Epoch 4, Batch 2150/3665: Loss=3.3885
Epoch 4, Batch 2200/3665: Loss=3.5596
Epoch 4, Batch 2250/3665: Loss=3.1935
Epoch 4, Batch 2300/3665: Loss=3.2344
Epoch 4, Batch 2350/3665: Loss=3.2517
Epoch 4, Batch 2400/3665: Loss=3.7360
Epoch 4, Batch 2450/3665: Loss=3.5904
Epoch 4, Batch 2500/3665: Loss=3.4666
Epoch 4, Batch 2550/3665: Loss=3.3626
Epoch 4, Batch 2600/3665: Loss=3.7564
Epoch 4, Batch 2650/3665: Loss=3.2150
Epoch 4, Batch 2700/3665: Loss=3.8488
Epoch 4, Batch 2750/3665: Loss=3.8184
Epoch 4, Batch 2800/3665: Loss=3.7852
Epoch 4, Batch 2850/3665: Loss=3.6808
Epoch 4, Batch 2900/3665: Loss=3.8236
Epoch 4, Batch 2950/3665: Loss=3.4926
Epoch 4, Batch 3000/3665: Loss=3.4399
Epoch 4, Batch 3050/3665: Loss=3.4613
Epoch 4, Batch 3100/3665: Loss=3.5389
Epoch 4, Batch 3150/3665: Loss=3.7427
Epoch 4, Batch 3200/3665: Loss=3.9173
Epoch 4, Batch 3250/3665: Loss=3.3577
Epoch 4, Batch 3300/3665: Loss=3.8859
Epoch 4, Batch 3350/3665: Loss=3.7173
Epoch 4, Batch 3400/3665: Loss=3.7897
Epoch 4, Batch 3450/3665: Loss=3.3262
Epoch 4, Batch 3500/3665: Loss=3.3943
Epoch 4, Batch 3550/3665: Loss=3.5236
Epoch 4, Batch 3600/3665: Loss=3.6335
Epoch 4, Batch 3650/3665: Loss=3.7592
Epoch 4 | Train Loss: 3.6095 | Test Accuracy: 19.18%
Epoch 5, Batch 0/3665: Loss=3.6216
Epoch 5, Batch 50/3665: Loss=3.6914
Epoch 5, Batch 100/3665: Loss=3.5003
Epoch 5, Batch 150/3665: Loss=3.3099
Epoch 5, Batch 200/3665: Loss=4.1369
Epoch 5, Batch 250/3665: Loss=3.7118
Epoch 5, Batch 300/3665: Loss=3.7949
Epoch 5, Batch 350/3665: Loss=3.9833
Epoch 5, Batch 400/3665: Loss=3.6931
Epoch 5, Batch 450/3665: Loss=3.1586
Epoch 5, Batch 500/3665: Loss=3.6199
Epoch 5, Batch 550/3665: Loss=3.7237
Epoch 5, Batch 600/3665: Loss=3.6500
Epoch 5, Batch 650/3665: Loss=3.6850
Epoch 5, Batch 700/3665: Loss=3.9162
Epoch 5, Batch 750/3665: Loss=3.8918
Epoch 5, Batch 800/3665: Loss=3.4256
Epoch 5, Batch 850/3665: Loss=3.5023
Epoch 5, Batch 900/3665: Loss=3.6624
Epoch 5, Batch 950/3665: Loss=3.6359
Epoch 5, Batch 1000/3665: Loss=3.2966
Epoch 5, Batch 1050/3665: Loss=3.4955
Epoch 5, Batch 1100/3665: Loss=3.7892
Epoch 5, Batch 1150/3665: Loss=4.2856
Epoch 5, Batch 1200/3665: Loss=3.5430
Epoch 5, Batch 1250/3665: Loss=3.9080
Epoch 5, Batch 1300/3665: Loss=3.6190
Epoch 5, Batch 1350/3665: Loss=3.5788
Epoch 5, Batch 1400/3665: Loss=3.7235
Epoch 5, Batch 1450/3665: Loss=3.6350
Epoch 5, Batch 1500/3665: Loss=3.7161
Epoch 5, Batch 1550/3665: Loss=3.8089
Epoch 5, Batch 1600/3665: Loss=3.7152
Epoch 5, Batch 1650/3665: Loss=3.7477
Epoch 5, Batch 1700/3665: Loss=3.4715
Epoch 5, Batch 1750/3665: Loss=3.7187
Epoch 5, Batch 1800/3665: Loss=3.7488
Epoch 5, Batch 1850/3665: Loss=3.7467
Epoch 5, Batch 1900/3665: Loss=4.1140
Epoch 5, Batch 1950/3665: Loss=3.7946
Epoch 5, Batch 2000/3665: Loss=3.6986
Epoch 5, Batch 2050/3665: Loss=3.3502
Epoch 5, Batch 2100/3665: Loss=3.7251
Epoch 5, Batch 2150/3665: Loss=3.4500
Epoch 5, Batch 2200/3665: Loss=3.5776
Epoch 5, Batch 2250/3665: Loss=3.8099
Epoch 5, Batch 2300/3665: Loss=3.6392
Epoch 5, Batch 2350/3665: Loss=3.4854
Epoch 5, Batch 2400/3665: Loss=3.3974
Epoch 5, Batch 2450/3665: Loss=3.8024
Epoch 5, Batch 2500/3665: Loss=4.0290
Epoch 5, Batch 2550/3665: Loss=3.7307
Epoch 5, Batch 2600/3665: Loss=3.4907
Epoch 5, Batch 2650/3665: Loss=3.4572
Epoch 5, Batch 2700/3665: Loss=3.2198
Epoch 5, Batch 2750/3665: Loss=3.3501
Epoch 5, Batch 2800/3665: Loss=3.6981
Epoch 5, Batch 2850/3665: Loss=3.9895
Epoch 5, Batch 2900/3665: Loss=3.6053
Epoch 5, Batch 2950/3665: Loss=3.2529
Epoch 5, Batch 3000/3665: Loss=3.7110
Epoch 5, Batch 3050/3665: Loss=3.6584
Epoch 5, Batch 3100/3665: Loss=3.7362
Epoch 5, Batch 3150/3665: Loss=3.4615
Epoch 5, Batch 3200/3665: Loss=3.4596
Epoch 5, Batch 3250/3665: Loss=3.9631
Epoch 5, Batch 3300/3665: Loss=3.7098
Epoch 5, Batch 3350/3665: Loss=3.6884
Epoch 5, Batch 3400/3665: Loss=3.9488
Epoch 5, Batch 3450/3665: Loss=3.7643
Epoch 5, Batch 3500/3665: Loss=3.8191
Epoch 5, Batch 3550/3665: Loss=3.9252
Epoch 5, Batch 3600/3665: Loss=3.7189
Epoch 5, Batch 3650/3665: Loss=3.4991
Epoch 5 | Train Loss: 3.6588 | Test Accuracy: 19.14%
Epoch 6, Batch 0/3665: Loss=3.7222
Epoch 6, Batch 50/3665: Loss=3.9320
Epoch 6, Batch 100/3665: Loss=3.5740
Epoch 6, Batch 150/3665: Loss=3.8967
Epoch 6, Batch 200/3665: Loss=3.8831
Epoch 6, Batch 250/3665: Loss=3.7751
Epoch 6, Batch 300/3665: Loss=4.0226
Epoch 6, Batch 350/3665: Loss=3.4363
Epoch 6, Batch 400/3665: Loss=3.9255
Epoch 6, Batch 450/3665: Loss=3.5191
Epoch 6, Batch 500/3665: Loss=3.9008
Epoch 6, Batch 550/3665: Loss=3.2849
Epoch 6, Batch 600/3665: Loss=4.0633
Epoch 6, Batch 650/3665: Loss=3.3679
Epoch 6, Batch 700/3665: Loss=3.7054
Epoch 6, Batch 750/3665: Loss=3.5274
Epoch 6, Batch 800/3665: Loss=3.8846
Epoch 6, Batch 850/3665: Loss=4.0444
Epoch 6, Batch 900/3665: Loss=3.4932
Epoch 6, Batch 950/3665: Loss=3.7337
Epoch 6, Batch 1000/3665: Loss=3.6095
Epoch 6, Batch 1050/3665: Loss=3.9180
Epoch 6, Batch 1100/3665: Loss=3.5040
Epoch 6, Batch 1150/3665: Loss=3.6053
Epoch 6, Batch 1200/3665: Loss=3.6319
Epoch 6, Batch 1250/3665: Loss=3.4677
Epoch 6, Batch 1300/3665: Loss=3.7073
Epoch 6, Batch 1350/3665: Loss=3.7535
Epoch 6, Batch 1400/3665: Loss=3.4461
Epoch 6, Batch 1450/3665: Loss=3.0962
Epoch 6, Batch 1500/3665: Loss=3.6949
Epoch 6, Batch 1550/3665: Loss=3.7048
Epoch 6, Batch 1600/3665: Loss=3.8993
Epoch 6, Batch 1650/3665: Loss=3.8930
Epoch 6, Batch 1700/3665: Loss=3.3947
Epoch 6, Batch 1750/3665: Loss=3.5573
Epoch 6, Batch 1800/3665: Loss=3.7215
Epoch 6, Batch 1850/3665: Loss=3.8318
Epoch 6, Batch 1900/3665: Loss=3.9267
Epoch 6, Batch 1950/3665: Loss=3.5670
Epoch 6, Batch 2000/3665: Loss=3.1882
Epoch 6, Batch 2050/3665: Loss=3.2261
Epoch 6, Batch 2100/3665: Loss=3.8717
Epoch 6, Batch 2150/3665: Loss=3.5139
Epoch 6, Batch 2200/3665: Loss=3.4771
Epoch 6, Batch 2250/3665: Loss=3.8665
Epoch 6, Batch 2300/3665: Loss=3.5723
Epoch 6, Batch 2350/3665: Loss=3.7792
Epoch 6, Batch 2400/3665: Loss=3.9200
Epoch 6, Batch 2450/3665: Loss=3.5170
Epoch 6, Batch 2500/3665: Loss=3.8021
Epoch 6, Batch 2550/3665: Loss=3.7528
Epoch 6, Batch 2600/3665: Loss=3.6027
Epoch 6, Batch 2650/3665: Loss=3.3878
Epoch 6, Batch 2700/3665: Loss=3.6275
Epoch 6, Batch 2750/3665: Loss=3.5322
Epoch 6, Batch 2800/3665: Loss=4.1324
Epoch 6, Batch 2850/3665: Loss=3.5176
Epoch 6, Batch 2900/3665: Loss=3.9763
Epoch 6, Batch 2950/3665: Loss=3.8762
Epoch 6, Batch 3000/3665: Loss=3.5153
Epoch 6, Batch 3050/3665: Loss=3.3346
Epoch 6, Batch 3100/3665: Loss=3.7356
Epoch 6, Batch 3150/3665: Loss=3.3053
Epoch 6, Batch 3200/3665: Loss=3.5808
Epoch 6, Batch 3250/3665: Loss=4.0239
Epoch 6, Batch 3300/3665: Loss=3.4361
Epoch 6, Batch 3350/3665: Loss=3.6513
Epoch 6, Batch 3400/3665: Loss=3.3670
Epoch 6, Batch 3450/3665: Loss=3.5649
Epoch 6, Batch 3500/3665: Loss=3.4946
Epoch 6, Batch 3550/3665: Loss=3.7550
Epoch 6, Batch 3600/3665: Loss=3.6207
Epoch 6, Batch 3650/3665: Loss=3.5606
Epoch 6 | Train Loss: 3.6203 | Test Accuracy: 19.22%
Epoch 7, Batch 0/3665: Loss=3.4898
Epoch 7, Batch 50/3665: Loss=3.6513
Epoch 7, Batch 100/3665: Loss=3.3560
Epoch 7, Batch 150/3665: Loss=4.0335
Epoch 7, Batch 200/3665: Loss=3.6956
Epoch 7, Batch 250/3665: Loss=3.6639
Epoch 7, Batch 300/3665: Loss=3.6883
Epoch 7, Batch 350/3665: Loss=3.4308
Epoch 7, Batch 400/3665: Loss=3.4227
Epoch 7, Batch 450/3665: Loss=3.8953
Epoch 7, Batch 500/3665: Loss=3.5742
Epoch 7, Batch 550/3665: Loss=3.7940
Epoch 7, Batch 600/3665: Loss=3.5152
Epoch 7, Batch 650/3665: Loss=3.6386
Epoch 7, Batch 700/3665: Loss=3.7222
Epoch 7, Batch 750/3665: Loss=3.7509
Epoch 7, Batch 800/3665: Loss=3.8968
Epoch 7, Batch 850/3665: Loss=3.8624
Epoch 7, Batch 900/3665: Loss=3.3376
Epoch 7, Batch 950/3665: Loss=3.4447
Epoch 7, Batch 1000/3665: Loss=3.5191
Epoch 7, Batch 1050/3665: Loss=3.9603
Epoch 7, Batch 1100/3665: Loss=3.8906
Epoch 7, Batch 1150/3665: Loss=3.8389
Epoch 7, Batch 1200/3665: Loss=3.6791
Epoch 7, Batch 1250/3665: Loss=3.7322
Epoch 7, Batch 1300/3665: Loss=3.8568
Epoch 7, Batch 1350/3665: Loss=3.5422
Epoch 7, Batch 1400/3665: Loss=4.2689
Epoch 7, Batch 1450/3665: Loss=3.7023
Epoch 7, Batch 1500/3665: Loss=3.7739
Epoch 7, Batch 1550/3665: Loss=3.8049
Epoch 7, Batch 1600/3665: Loss=3.6133
Epoch 7, Batch 1650/3665: Loss=3.8325
Epoch 7, Batch 1700/3665: Loss=3.6733
Epoch 7, Batch 1750/3665: Loss=3.4588
Epoch 7, Batch 1800/3665: Loss=3.5585
Epoch 7, Batch 1850/3665: Loss=3.5436
Epoch 7, Batch 1900/3665: Loss=3.5216
Epoch 7, Batch 1950/3665: Loss=3.4017
Epoch 7, Batch 2000/3665: Loss=3.5778
Epoch 7, Batch 2050/3665: Loss=3.6060
Epoch 7, Batch 2100/3665: Loss=3.3041
Epoch 7, Batch 2150/3665: Loss=3.4437
Epoch 7, Batch 2200/3665: Loss=3.8133
Epoch 7, Batch 2250/3665: Loss=3.4558
Epoch 7, Batch 2300/3665: Loss=3.9940
Epoch 7, Batch 2350/3665: Loss=3.6155
Epoch 7, Batch 2400/3665: Loss=3.6485
Epoch 7, Batch 2450/3665: Loss=3.5075
Epoch 7, Batch 2500/3665: Loss=4.1431
Epoch 7, Batch 2550/3665: Loss=3.9695
Epoch 7, Batch 2600/3665: Loss=3.4664
Epoch 7, Batch 2650/3665: Loss=4.1160
Epoch 7, Batch 2700/3665: Loss=3.5123
Epoch 7, Batch 2750/3665: Loss=3.5227
Epoch 7, Batch 2800/3665: Loss=3.7737
Epoch 7, Batch 2850/3665: Loss=3.3288
Epoch 7, Batch 2900/3665: Loss=3.7846
Epoch 7, Batch 2950/3665: Loss=3.4010
Epoch 7, Batch 3000/3665: Loss=3.8720
Epoch 7, Batch 3050/3665: Loss=3.5490
Epoch 7, Batch 3100/3665: Loss=3.8741
Epoch 7, Batch 3150/3665: Loss=3.1047
Epoch 7, Batch 3200/3665: Loss=3.5268
Epoch 7, Batch 3250/3665: Loss=3.8058
Epoch 7, Batch 3300/3665: Loss=3.1925
Epoch 7, Batch 3350/3665: Loss=3.4910
Epoch 7, Batch 3400/3665: Loss=3.6559
Epoch 7, Batch 3450/3665: Loss=3.5389
Epoch 7, Batch 3500/3665: Loss=3.8563
Epoch 7, Batch 3550/3665: Loss=3.7497
Epoch 7, Batch 3600/3665: Loss=3.9262
Epoch 7, Batch 3650/3665: Loss=3.5215
Epoch 7 | Train Loss: 3.6420 | Test Accuracy: 19.22%
Epoch 8, Batch 0/3665: Loss=3.9289
Epoch 8, Batch 50/3665: Loss=3.7008
Epoch 8, Batch 100/3665: Loss=3.7558
Epoch 8, Batch 150/3665: Loss=3.9078
Epoch 8, Batch 200/3665: Loss=3.6843
Epoch 8, Batch 250/3665: Loss=3.7533
Epoch 8, Batch 300/3665: Loss=4.0508
Epoch 8, Batch 350/3665: Loss=3.2644
Epoch 8, Batch 400/3665: Loss=3.8060
Epoch 8, Batch 450/3665: Loss=3.5946
Epoch 8, Batch 500/3665: Loss=3.4896
Epoch 8, Batch 550/3665: Loss=3.5383
Epoch 8, Batch 600/3665: Loss=3.7551
Epoch 8, Batch 650/3665: Loss=3.7502
Epoch 8, Batch 700/3665: Loss=3.7519
Epoch 8, Batch 750/3665: Loss=3.7574
Epoch 8, Batch 800/3665: Loss=3.6279
Epoch 8, Batch 850/3665: Loss=3.6491
Epoch 8, Batch 900/3665: Loss=3.7890
Epoch 8, Batch 950/3665: Loss=3.5948
Epoch 8, Batch 1000/3665: Loss=3.7044
Epoch 8, Batch 1050/3665: Loss=3.7008
Epoch 8, Batch 1100/3665: Loss=3.2254
Epoch 8, Batch 1150/3665: Loss=3.5012
Epoch 8, Batch 1200/3665: Loss=2.9296
Epoch 8, Batch 1250/3665: Loss=3.5824
Epoch 8, Batch 1300/3665: Loss=3.3788
Epoch 8, Batch 1350/3665: Loss=3.6408
Epoch 8, Batch 1400/3665: Loss=3.8175
Epoch 8, Batch 1450/3665: Loss=3.4601
Epoch 8, Batch 1500/3665: Loss=3.5632
Epoch 8, Batch 1550/3665: Loss=3.5324
Epoch 8, Batch 1600/3665: Loss=3.6718
Epoch 8, Batch 1650/3665: Loss=3.8506
Epoch 8, Batch 1700/3665: Loss=3.6734
Epoch 8, Batch 1750/3665: Loss=3.4483
Epoch 8, Batch 1800/3665: Loss=3.6962
Epoch 8, Batch 1850/3665: Loss=3.3052
Epoch 8, Batch 1900/3665: Loss=3.8501
Epoch 8, Batch 1950/3665: Loss=3.0891
Epoch 8, Batch 2000/3665: Loss=3.6098
Epoch 8, Batch 2050/3665: Loss=3.9646
Epoch 8, Batch 2100/3665: Loss=3.5843
Epoch 8, Batch 2150/3665: Loss=3.5231
Epoch 8, Batch 2200/3665: Loss=3.7119
Epoch 8, Batch 2250/3665: Loss=3.7271
Epoch 8, Batch 2300/3665: Loss=3.8079
Epoch 8, Batch 2350/3665: Loss=3.4671
Epoch 8, Batch 2400/3665: Loss=3.4444
Epoch 8, Batch 2450/3665: Loss=3.1431
Epoch 8, Batch 2500/3665: Loss=3.3713
Epoch 8, Batch 2550/3665: Loss=3.4928
Epoch 8, Batch 2600/3665: Loss=3.1683
Epoch 8, Batch 2650/3665: Loss=3.7605
Epoch 8, Batch 2700/3665: Loss=3.6713
Epoch 8, Batch 2750/3665: Loss=3.5913
Epoch 8, Batch 2800/3665: Loss=3.6888
Epoch 8, Batch 2850/3665: Loss=3.4372
Epoch 8, Batch 2900/3665: Loss=3.2817
Epoch 8, Batch 2950/3665: Loss=3.8435
Epoch 8, Batch 3000/3665: Loss=4.0735
Epoch 8, Batch 3050/3665: Loss=3.7029
Epoch 8, Batch 3100/3665: Loss=3.4065
Epoch 8, Batch 3150/3665: Loss=3.7136
Epoch 8, Batch 3200/3665: Loss=3.5863
Epoch 8, Batch 3250/3665: Loss=3.8425
Epoch 8, Batch 3300/3665: Loss=3.6926
Epoch 8, Batch 3350/3665: Loss=3.7508
Epoch 8, Batch 3400/3665: Loss=3.5984
Epoch 8, Batch 3450/3665: Loss=3.9327
Epoch 8, Batch 3500/3665: Loss=3.3110
Epoch 8, Batch 3550/3665: Loss=3.5492
Epoch 8, Batch 3600/3665: Loss=3.7428
Epoch 8, Batch 3650/3665: Loss=3.4272
Epoch 8 | Train Loss: 3.6242 | Test Accuracy: 19.22%
Epoch 9, Batch 0/3665: Loss=3.4270
Epoch 9, Batch 50/3665: Loss=3.6210
Epoch 9, Batch 100/3665: Loss=3.6492
Epoch 9, Batch 150/3665: Loss=3.9525
Epoch 9, Batch 200/3665: Loss=3.6536
Epoch 9, Batch 250/3665: Loss=3.5954
Epoch 9, Batch 300/3665: Loss=3.5101
Epoch 9, Batch 350/3665: Loss=3.4575
Epoch 9, Batch 400/3665: Loss=3.7964
Epoch 9, Batch 450/3665: Loss=3.9345
Epoch 9, Batch 500/3665: Loss=3.6358
Epoch 9, Batch 550/3665: Loss=3.8777
Epoch 9, Batch 600/3665: Loss=3.3347
Epoch 9, Batch 650/3665: Loss=3.4646
Epoch 9, Batch 700/3665: Loss=3.1245
Epoch 9, Batch 750/3665: Loss=3.6342
Epoch 9, Batch 800/3665: Loss=3.4258
Epoch 9, Batch 850/3665: Loss=3.4148
Epoch 9, Batch 900/3665: Loss=3.8682
Epoch 9, Batch 950/3665: Loss=4.0595
Epoch 9, Batch 1000/3665: Loss=3.8250
Epoch 9, Batch 1050/3665: Loss=3.5976
Epoch 9, Batch 1100/3665: Loss=3.7065
Epoch 9, Batch 1150/3665: Loss=3.5226
Epoch 9, Batch 1200/3665: Loss=3.6321
Epoch 9, Batch 1250/3665: Loss=3.8152
Epoch 9, Batch 1300/3665: Loss=3.7002
Epoch 9, Batch 1350/3665: Loss=3.5015
Epoch 9, Batch 1400/3665: Loss=3.7172
Epoch 9, Batch 1450/3665: Loss=3.8265
Epoch 9, Batch 1500/3665: Loss=3.7125
Epoch 9, Batch 1550/3665: Loss=3.3292
Epoch 9, Batch 1600/3665: Loss=3.7704
Epoch 9, Batch 1650/3665: Loss=3.7457
Epoch 9, Batch 1700/3665: Loss=3.5787
Epoch 9, Batch 1750/3665: Loss=3.6402
Epoch 9, Batch 1800/3665: Loss=3.7067
Epoch 9, Batch 1850/3665: Loss=3.5255
Epoch 9, Batch 1900/3665: Loss=3.7913
Epoch 9, Batch 1950/3665: Loss=3.6567
Epoch 9, Batch 2000/3665: Loss=3.4802
Epoch 9, Batch 2050/3665: Loss=4.2324
Epoch 9, Batch 2100/3665: Loss=3.5802
Epoch 9, Batch 2150/3665: Loss=3.4603
Epoch 9, Batch 2200/3665: Loss=3.7437
Epoch 9, Batch 2250/3665: Loss=3.8290
Epoch 9, Batch 2300/3665: Loss=3.8998
Epoch 9, Batch 2350/3665: Loss=3.8408
Epoch 9, Batch 2400/3665: Loss=3.6755
Epoch 9, Batch 2450/3665: Loss=3.8027
Epoch 9, Batch 2500/3665: Loss=3.7915
Epoch 9, Batch 2550/3665: Loss=3.6179
Epoch 9, Batch 2600/3665: Loss=3.5721
Epoch 9, Batch 2650/3665: Loss=3.5312
Epoch 9, Batch 2700/3665: Loss=3.6787
Epoch 9, Batch 2750/3665: Loss=3.3138
Epoch 9, Batch 2800/3665: Loss=3.5784
Epoch 9, Batch 2850/3665: Loss=3.5247
Epoch 9, Batch 2900/3665: Loss=3.4077
Epoch 9, Batch 2950/3665: Loss=3.5133
Epoch 9, Batch 3000/3665: Loss=4.2087
Epoch 9, Batch 3050/3665: Loss=3.6050
Epoch 9, Batch 3100/3665: Loss=3.5691
Epoch 9, Batch 3150/3665: Loss=3.6136
Epoch 9, Batch 3200/3665: Loss=3.9047
Epoch 9, Batch 3250/3665: Loss=3.3744
Epoch 9, Batch 3300/3665: Loss=3.7286
Epoch 9, Batch 3350/3665: Loss=3.5486
Epoch 9, Batch 3400/3665: Loss=3.6004
Epoch 9, Batch 3450/3665: Loss=3.9657
Epoch 9, Batch 3500/3665: Loss=3.7509
Epoch 9, Batch 3550/3665: Loss=3.5476
Epoch 9, Batch 3600/3665: Loss=3.8839
Epoch 9, Batch 3650/3665: Loss=3.5374
Epoch 9 | Train Loss: 3.6302 | Test Accuracy: 19.20%
Final Test Accuracy: 19.20%

--- QI ViT-B/16 with Jet Loss ---
Epoch 0, Batch 0/3665: Loss=4.6058
Epoch 0, Batch 50/3665: Loss=3.7689
Epoch 0, Batch 100/3665: Loss=3.7063
Epoch 0, Batch 150/3665: Loss=3.8038
Epoch 0, Batch 200/3665: Loss=3.8615
Epoch 0, Batch 250/3665: Loss=3.4516
Epoch 0, Batch 300/3665: Loss=3.8952
Epoch 0, Batch 350/3665: Loss=3.8655
Epoch 0, Batch 400/3665: Loss=3.8331
Epoch 0, Batch 450/3665: Loss=3.9805
Epoch 0, Batch 500/3665: Loss=3.6762
Epoch 0, Batch 550/3665: Loss=4.1425
Epoch 0, Batch 600/3665: Loss=3.7637
Epoch 0, Batch 650/3665: Loss=3.6441
Epoch 0, Batch 700/3665: Loss=3.6140
Epoch 0, Batch 750/3665: Loss=3.8018
Epoch 0, Batch 800/3665: Loss=3.8950
Epoch 0, Batch 850/3665: Loss=3.5985
Epoch 0, Batch 900/3665: Loss=3.7055
Epoch 0, Batch 950/3665: Loss=3.8225
Epoch 0, Batch 1000/3665: Loss=3.7652
Epoch 0, Batch 1050/3665: Loss=3.9094
Epoch 0, Batch 1100/3665: Loss=3.7759
Epoch 0, Batch 1150/3665: Loss=4.1494
Epoch 0, Batch 1200/3665: Loss=3.6211
Epoch 0, Batch 1250/3665: Loss=3.5247
Epoch 0, Batch 1300/3665: Loss=3.9227
Epoch 0, Batch 1350/3665: Loss=3.5327
Epoch 0, Batch 1400/3665: Loss=3.9952
Epoch 0, Batch 1450/3665: Loss=3.4581
Epoch 0, Batch 1500/3665: Loss=3.8508
Epoch 0, Batch 1550/3665: Loss=3.9913
Epoch 0, Batch 1600/3665: Loss=3.6783
Epoch 0, Batch 1650/3665: Loss=3.5480
Epoch 0, Batch 1700/3665: Loss=3.8787
Epoch 0, Batch 1750/3665: Loss=3.5517
Epoch 0, Batch 1800/3665: Loss=3.9197
Epoch 0, Batch 1850/3665: Loss=3.9073
Epoch 0, Batch 1900/3665: Loss=3.7040
Epoch 0, Batch 1950/3665: Loss=3.7818
Epoch 0, Batch 2000/3665: Loss=3.5208
Epoch 0, Batch 2050/3665: Loss=3.8280
Epoch 0, Batch 2100/3665: Loss=3.8444
Epoch 0, Batch 2150/3665: Loss=4.2306
Epoch 0, Batch 2200/3665: Loss=3.6264
Epoch 0, Batch 2250/3665: Loss=3.6838
Epoch 0, Batch 2300/3665: Loss=3.4023
Epoch 0, Batch 2350/3665: Loss=3.8067
Epoch 0, Batch 2400/3665: Loss=3.4775
