NOTE! Installing ujson may make loading annotations faster.
Using device: cuda:1
Loading COCO dataset...
Loading annotations into memory...
Done (t=8.82s)
Creating index...
index created!
Loading annotations into memory...
Done (t=0.37s)
Creating index...
index created!
Train samples: 117266, Val samples: 4952
Epoch 3, Batch 2100/3665: Loss=2.0839
Epoch 3, Batch 2150/3665: Loss=2.7377
Epoch 3, Batch 2200/3665: Loss=2.5327
Epoch 3, Batch 2250/3665: Loss=2.1330
Epoch 3, Batch 2300/3665: Loss=2.4094
Epoch 3, Batch 2350/3665: Loss=2.4057
Epoch 3, Batch 2400/3665: Loss=2.3028
Epoch 3, Batch 2450/3665: Loss=2.2870
Epoch 3, Batch 2500/3665: Loss=2.4535
Epoch 3, Batch 2550/3665: Loss=2.1140
Epoch 3, Batch 2600/3665: Loss=2.5294
Epoch 3, Batch 2650/3665: Loss=2.7838
Epoch 3, Batch 2700/3665: Loss=2.5324
Epoch 3, Batch 2750/3665: Loss=2.3914
Epoch 3, Batch 2800/3665: Loss=2.4328
Epoch 3, Batch 2850/3665: Loss=2.8444
Epoch 3, Batch 2900/3665: Loss=2.1784
Epoch 3, Batch 2950/3665: Loss=2.6252
Epoch 3, Batch 3000/3665: Loss=2.9076
Epoch 3, Batch 3050/3665: Loss=2.5853
Epoch 3, Batch 3100/3665: Loss=2.7018
Epoch 3, Batch 3150/3665: Loss=2.6693
Epoch 3, Batch 3200/3665: Loss=2.2785
Epoch 3, Batch 3250/3665: Loss=2.1121
Epoch 3, Batch 3300/3665: Loss=2.4683
Epoch 3, Batch 3350/3665: Loss=1.9111
Epoch 3, Batch 3400/3665: Loss=2.3828
Epoch 3, Batch 3450/3665: Loss=2.2379
Epoch 3, Batch 3500/3665: Loss=3.0802
Epoch 3, Batch 3550/3665: Loss=2.2482
Epoch 3, Batch 3600/3665: Loss=2.4424
Epoch 3, Batch 3650/3665: Loss=2.6797
Epoch 3 | Train Loss: 2.4802 | Val Accuracy: 36.39%
Epoch 4, Batch 0/3665: Loss=2.0492
Epoch 4, Batch 50/3665: Loss=2.4003
Epoch 4, Batch 100/3665: Loss=2.4593
Epoch 4, Batch 150/3665: Loss=2.4945
Epoch 4, Batch 200/3665: Loss=2.5143
Epoch 4, Batch 250/3665: Loss=2.5404
Epoch 4, Batch 300/3665: Loss=2.2447
Epoch 4, Batch 350/3665: Loss=2.5405
Epoch 4, Batch 400/3665: Loss=2.2648
Epoch 4, Batch 450/3665: Loss=2.3129
Epoch 4, Batch 500/3665: Loss=3.0478
Epoch 4, Batch 550/3665: Loss=2.7886
Epoch 4, Batch 600/3665: Loss=2.3448
Epoch 4, Batch 650/3665: Loss=2.6114
Epoch 4, Batch 700/3665: Loss=2.2684
Epoch 4, Batch 750/3665: Loss=2.4280
Epoch 4, Batch 800/3665: Loss=2.8599
Epoch 4, Batch 850/3665: Loss=2.3976
Epoch 4, Batch 900/3665: Loss=2.1440
Epoch 4, Batch 950/3665: Loss=2.1920
Epoch 4, Batch 1000/3665: Loss=2.5861
Epoch 4, Batch 1050/3665: Loss=2.4270
Epoch 4, Batch 1100/3665: Loss=2.4082
Epoch 4, Batch 1150/3665: Loss=2.2606
Epoch 4, Batch 1200/3665: Loss=2.6809
Epoch 4, Batch 1250/3665: Loss=2.1566
Epoch 4, Batch 1300/3665: Loss=2.1527
Epoch 4, Batch 1350/3665: Loss=2.1200
Epoch 4, Batch 1400/3665: Loss=2.3654
Epoch 4, Batch 1450/3665: Loss=2.5679
Epoch 4, Batch 1500/3665: Loss=2.5961
Epoch 4, Batch 1550/3665: Loss=2.4071
Epoch 4, Batch 1600/3665: Loss=2.8683
Epoch 4, Batch 1650/3665: Loss=3.2454
Epoch 4, Batch 1700/3665: Loss=2.2542
Epoch 4, Batch 1750/3665: Loss=2.4523
Epoch 4, Batch 1800/3665: Loss=2.3620
Epoch 4, Batch 1850/3665: Loss=2.7380
Epoch 4, Batch 1900/3665: Loss=2.1768
Epoch 4, Batch 1950/3665: Loss=2.4186
Epoch 4, Batch 2000/3665: Loss=1.7999
Epoch 4, Batch 2050/3665: Loss=2.4618
Epoch 4, Batch 2100/3665: Loss=2.7962
Epoch 4, Batch 2150/3665: Loss=2.7619
Epoch 4, Batch 2200/3665: Loss=2.0135
Epoch 4, Batch 2250/3665: Loss=2.3139
Epoch 4, Batch 2300/3665: Loss=2.3173
Epoch 4, Batch 2350/3665: Loss=2.5715
Epoch 4, Batch 2400/3665: Loss=2.7185
Epoch 4, Batch 2450/3665: Loss=2.5357
Epoch 4, Batch 2500/3665: Loss=2.8552
Epoch 4, Batch 2550/3665: Loss=2.3253
Epoch 4, Batch 2600/3665: Loss=1.9832
Epoch 4, Batch 2650/3665: Loss=2.7554
Epoch 4, Batch 2700/3665: Loss=1.9167
Epoch 4, Batch 2750/3665: Loss=2.0180
Epoch 4, Batch 2800/3665: Loss=2.4948
Epoch 4, Batch 2850/3665: Loss=2.0151
Epoch 4, Batch 2900/3665: Loss=2.1010
Epoch 4, Batch 2950/3665: Loss=1.7047
Epoch 4, Batch 3000/3665: Loss=1.8414
Epoch 4, Batch 3050/3665: Loss=2.3636
Epoch 4, Batch 3100/3665: Loss=2.6537
Epoch 4, Batch 3150/3665: Loss=2.1998
Epoch 4, Batch 3200/3665: Loss=1.8673
Epoch 4, Batch 3250/3665: Loss=2.1875
Epoch 4, Batch 3300/3665: Loss=2.2897
Epoch 4, Batch 3350/3665: Loss=1.8131
Epoch 4, Batch 3400/3665: Loss=2.1638
Epoch 4, Batch 3450/3665: Loss=2.7293
Epoch 4, Batch 3500/3665: Loss=2.3856
Epoch 4, Batch 3550/3665: Loss=1.7460
Epoch 4, Batch 3600/3665: Loss=2.2137
Epoch 4, Batch 3650/3665: Loss=2.2403
Epoch 4 | Train Loss: 2.3469 | Val Accuracy: 37.90%
Epoch 5, Batch 0/3665: Loss=1.6525
Epoch 5, Batch 50/3665: Loss=2.1692
Epoch 5, Batch 100/3665: Loss=2.4147
Epoch 5, Batch 150/3665: Loss=2.1626
Epoch 5, Batch 200/3665: Loss=2.0809
Epoch 5, Batch 250/3665: Loss=2.3122
Epoch 5, Batch 300/3665: Loss=2.2792
Epoch 5, Batch 350/3665: Loss=1.8889
Epoch 5, Batch 400/3665: Loss=1.9196
Epoch 5, Batch 450/3665: Loss=1.7354
Epoch 5, Batch 500/3665: Loss=2.4637
Epoch 5, Batch 550/3665: Loss=1.9047
Epoch 5, Batch 600/3665: Loss=2.8405
Epoch 5, Batch 650/3665: Loss=2.7135
Epoch 5, Batch 700/3665: Loss=2.0353
Epoch 5, Batch 750/3665: Loss=2.2046
Epoch 5, Batch 800/3665: Loss=2.2731
Epoch 5, Batch 850/3665: Loss=2.0901
Epoch 5, Batch 900/3665: Loss=2.2659
Epoch 5, Batch 950/3665: Loss=2.3099
Epoch 5, Batch 1000/3665: Loss=2.3011
Epoch 5, Batch 1050/3665: Loss=2.1602
Epoch 5, Batch 1100/3665: Loss=2.6566
Epoch 5, Batch 1150/3665: Loss=2.4429
Epoch 5, Batch 1200/3665: Loss=2.2009
Epoch 5, Batch 1250/3665: Loss=2.2735
Epoch 5, Batch 1300/3665: Loss=1.6715
Epoch 5, Batch 1350/3665: Loss=1.9005
Epoch 5, Batch 1400/3665: Loss=2.2455
Epoch 5, Batch 1450/3665: Loss=2.3526
Epoch 5, Batch 1500/3665: Loss=2.7201
Epoch 5, Batch 1550/3665: Loss=1.9152
Epoch 5, Batch 1600/3665: Loss=2.2115
Epoch 5, Batch 1650/3665: Loss=1.9983
Epoch 5, Batch 1700/3665: Loss=2.1860
Epoch 5, Batch 1750/3665: Loss=2.0127
Epoch 5, Batch 1800/3665: Loss=1.9167
Epoch 5, Batch 1850/3665: Loss=2.2997
Epoch 5, Batch 1900/3665: Loss=1.8869
Epoch 5, Batch 1950/3665: Loss=2.0529
Epoch 5, Batch 2000/3665: Loss=2.7248
Epoch 5, Batch 2050/3665: Loss=2.2151
Epoch 5, Batch 2100/3665: Loss=2.6623
Epoch 5, Batch 2150/3665: Loss=2.3349
Epoch 5, Batch 2200/3665: Loss=2.2334
Epoch 5, Batch 2250/3665: Loss=2.4890
Epoch 5, Batch 2300/3665: Loss=2.2740
Epoch 5, Batch 2350/3665: Loss=2.2956
Epoch 5, Batch 2400/3665: Loss=3.2381
Epoch 5, Batch 2450/3665: Loss=2.2477
Epoch 5, Batch 2500/3665: Loss=1.6628
Epoch 5, Batch 2550/3665: Loss=1.8949
Epoch 5, Batch 2600/3665: Loss=2.4101
Epoch 5, Batch 2650/3665: Loss=2.7681
Epoch 5, Batch 2700/3665: Loss=2.3030
Epoch 5, Batch 2750/3665: Loss=2.4821
Epoch 5, Batch 2800/3665: Loss=1.9944
Epoch 5, Batch 2850/3665: Loss=2.0393
Epoch 5, Batch 2900/3665: Loss=2.1610
Epoch 5, Batch 2950/3665: Loss=2.3886
Epoch 5, Batch 3000/3665: Loss=1.8560
Epoch 5, Batch 3050/3665: Loss=2.5762
Epoch 5, Batch 3100/3665: Loss=2.3644
Epoch 5, Batch 3150/3665: Loss=1.9018
Epoch 5, Batch 3200/3665: Loss=2.1104
Epoch 5, Batch 3250/3665: Loss=2.3151
Epoch 5, Batch 3300/3665: Loss=2.1540
Epoch 5, Batch 3350/3665: Loss=2.1328
Epoch 5, Batch 3400/3665: Loss=2.2584
Epoch 5, Batch 3450/3665: Loss=1.4614
Epoch 5, Batch 3500/3665: Loss=2.4741
Epoch 5, Batch 3550/3665: Loss=2.7295
Epoch 5, Batch 3600/3665: Loss=2.0464
Epoch 5, Batch 3650/3665: Loss=2.5193
Epoch 5 | Train Loss: 2.2535 | Val Accuracy: 38.39%
Epoch 6, Batch 0/3665: Loss=2.5785
Epoch 6, Batch 50/3665: Loss=2.3203
Epoch 6, Batch 100/3665: Loss=2.0337
Epoch 6, Batch 150/3665: Loss=2.4960
Epoch 6, Batch 200/3665: Loss=1.8286
Epoch 6, Batch 250/3665: Loss=2.4288
Epoch 6, Batch 300/3665: Loss=2.1114
Epoch 6, Batch 350/3665: Loss=2.0638
Epoch 6, Batch 400/3665: Loss=2.5124
Epoch 6, Batch 450/3665: Loss=2.0007
Epoch 6, Batch 500/3665: Loss=2.7186
Epoch 6, Batch 550/3665: Loss=2.2785
Epoch 6, Batch 600/3665: Loss=2.0266
Epoch 6, Batch 650/3665: Loss=2.5590
Epoch 6, Batch 700/3665: Loss=2.1048
Epoch 6, Batch 750/3665: Loss=1.9209
Epoch 6, Batch 800/3665: Loss=2.7890
Epoch 6, Batch 850/3665: Loss=1.9923
Epoch 6, Batch 900/3665: Loss=1.7364
Epoch 6, Batch 950/3665: Loss=1.9181
Epoch 6, Batch 1000/3665: Loss=1.5897
Epoch 6, Batch 1050/3665: Loss=2.4065
Epoch 6, Batch 1100/3665: Loss=2.4785
Epoch 6, Batch 1150/3665: Loss=2.3682
Epoch 6, Batch 1200/3665: Loss=1.9767
Epoch 6, Batch 1250/3665: Loss=1.6866
Epoch 6, Batch 1300/3665: Loss=2.0092
Epoch 6, Batch 1350/3665: Loss=2.2180
Epoch 6, Batch 1400/3665: Loss=2.4359
Epoch 6, Batch 1450/3665: Loss=1.7911
Epoch 6, Batch 1500/3665: Loss=2.5372
Epoch 6, Batch 1550/3665: Loss=1.5444
Epoch 6, Batch 1600/3665: Loss=2.2515
Epoch 6, Batch 1650/3665: Loss=2.0621
Epoch 6, Batch 1700/3665: Loss=1.9345
Epoch 6, Batch 1750/3665: Loss=2.7924
Epoch 6, Batch 1800/3665: Loss=2.2568
Epoch 6, Batch 1850/3665: Loss=2.3967
Epoch 6, Batch 1900/3665: Loss=2.3352
Epoch 6, Batch 1950/3665: Loss=2.1230
Epoch 6, Batch 2000/3665: Loss=2.1401
Epoch 6, Batch 2050/3665: Loss=2.2789
Epoch 6, Batch 2100/3665: Loss=3.2356
Epoch 6, Batch 2150/3665: Loss=2.2093
Epoch 6, Batch 2200/3665: Loss=2.2640
Epoch 6, Batch 2250/3665: Loss=1.8581
Epoch 6, Batch 2300/3665: Loss=1.9626
Epoch 6, Batch 2350/3665: Loss=2.4250
Epoch 6, Batch 2400/3665: Loss=2.0620
Epoch 6, Batch 2450/3665: Loss=1.9858
Epoch 6, Batch 2500/3665: Loss=1.7738
Epoch 6, Batch 2550/3665: Loss=1.9581
Epoch 6, Batch 2600/3665: Loss=1.6478
Epoch 6, Batch 2650/3665: Loss=2.2417
Epoch 6, Batch 2700/3665: Loss=1.8716
Epoch 6, Batch 2750/3665: Loss=2.1265
Epoch 6, Batch 2800/3665: Loss=2.0302
Epoch 6, Batch 2850/3665: Loss=2.1566
Epoch 6, Batch 2900/3665: Loss=2.3227
Epoch 6, Batch 2950/3665: Loss=1.7459
Epoch 6, Batch 3000/3665: Loss=1.4789
Epoch 6, Batch 3050/3665: Loss=1.8264
Epoch 6, Batch 3100/3665: Loss=2.3469
Epoch 6, Batch 3150/3665: Loss=2.2449
Epoch 6, Batch 3200/3665: Loss=2.0087
Epoch 6, Batch 3250/3665: Loss=2.0612
Epoch 6, Batch 3300/3665: Loss=2.0184
Epoch 6, Batch 3350/3665: Loss=1.7454
Epoch 6, Batch 3400/3665: Loss=1.6097
Epoch 6, Batch 3450/3665: Loss=1.9089
Epoch 6, Batch 3500/3665: Loss=1.9800
Epoch 6, Batch 3550/3665: Loss=2.0027
Epoch 6, Batch 3600/3665: Loss=1.8957
Epoch 6, Batch 3650/3665: Loss=2.4468
Epoch 6 | Train Loss: 2.1208 | Val Accuracy: 41.86%
Epoch 7, Batch 0/3665: Loss=1.8828
Epoch 7, Batch 50/3665: Loss=2.6546
Epoch 7, Batch 100/3665: Loss=1.6818
Epoch 7, Batch 150/3665: Loss=2.0226
Epoch 7, Batch 200/3665: Loss=2.1184
Epoch 7, Batch 250/3665: Loss=1.4563
Epoch 7, Batch 300/3665: Loss=2.4257
Epoch 7, Batch 350/3665: Loss=2.1295
Epoch 7, Batch 400/3665: Loss=1.5327
Epoch 7, Batch 450/3665: Loss=2.7210
Epoch 7, Batch 500/3665: Loss=1.8882
Epoch 7, Batch 550/3665: Loss=1.7787
Epoch 7, Batch 600/3665: Loss=1.5968
Epoch 7, Batch 650/3665: Loss=2.1963
Epoch 7, Batch 700/3665: Loss=1.6552
Epoch 7, Batch 750/3665: Loss=1.9437
Epoch 7, Batch 800/3665: Loss=2.2011
Epoch 7, Batch 850/3665: Loss=2.5290
Epoch 7, Batch 900/3665: Loss=1.6452
Epoch 7, Batch 950/3665: Loss=2.3974
Epoch 7, Batch 1000/3665: Loss=2.2000
Epoch 7, Batch 1050/3665: Loss=2.3654
Epoch 7, Batch 1100/3665: Loss=1.5694
Epoch 7, Batch 1150/3665: Loss=1.7654
Epoch 7, Batch 1200/3665: Loss=2.1270
Epoch 7, Batch 1250/3665: Loss=1.9502
Epoch 7, Batch 1300/3665: Loss=2.0302
Epoch 7, Batch 1350/3665: Loss=2.3450
Epoch 7, Batch 1400/3665: Loss=1.7806
Epoch 7, Batch 1450/3665: Loss=1.7333
Epoch 7, Batch 1500/3665: Loss=2.0140
Epoch 7, Batch 1550/3665: Loss=2.1404
Epoch 7, Batch 1600/3665: Loss=2.2109
Epoch 7, Batch 1650/3665: Loss=2.4403
Epoch 7, Batch 1700/3665: Loss=2.3255
Epoch 7, Batch 1750/3665: Loss=2.1089
Epoch 7, Batch 1800/3665: Loss=1.8136
Epoch 7, Batch 1850/3665: Loss=2.0634
Epoch 7, Batch 1900/3665: Loss=2.3606
Epoch 7, Batch 1950/3665: Loss=2.3221
Epoch 7, Batch 2000/3665: Loss=1.4561
Epoch 7, Batch 2050/3665: Loss=2.2322
Epoch 7, Batch 2100/3665: Loss=2.2084
Epoch 7, Batch 2150/3665: Loss=2.1758
Epoch 7, Batch 2200/3665: Loss=2.6938
Epoch 7, Batch 2250/3665: Loss=1.9215
Epoch 7, Batch 2300/3665: Loss=2.0036
Epoch 7, Batch 2350/3665: Loss=2.3323
Epoch 7, Batch 2400/3665: Loss=2.1300
Epoch 7, Batch 2450/3665: Loss=2.0525
Epoch 7, Batch 2500/3665: Loss=2.0534
Epoch 7, Batch 2550/3665: Loss=2.2570
Epoch 7, Batch 2600/3665: Loss=2.4526
Epoch 7, Batch 2650/3665: Loss=1.6778
Epoch 7, Batch 2700/3665: Loss=2.0003
Epoch 7, Batch 2750/3665: Loss=1.7592
Epoch 7, Batch 2800/3665: Loss=1.5519
Epoch 7, Batch 2850/3665: Loss=2.6465
Epoch 7, Batch 2900/3665: Loss=2.1193
Epoch 7, Batch 2950/3665: Loss=1.9474
Epoch 7, Batch 3000/3665: Loss=2.1168
Epoch 7, Batch 3050/3665: Loss=2.0564
Epoch 7, Batch 3100/3665: Loss=1.9181
Epoch 7, Batch 3150/3665: Loss=1.9005
Epoch 7, Batch 3200/3665: Loss=2.2153
Epoch 7, Batch 3250/3665: Loss=2.5122
Epoch 7, Batch 3300/3665: Loss=1.6777
Epoch 7, Batch 3350/3665: Loss=1.9567
Epoch 7, Batch 3400/3665: Loss=1.7397
Epoch 7, Batch 3450/3665: Loss=2.1825
Epoch 7, Batch 3500/3665: Loss=1.9460
Epoch 7, Batch 3550/3665: Loss=1.9533
Epoch 7, Batch 3600/3665: Loss=1.6797
Epoch 7, Batch 3650/3665: Loss=1.8881
Epoch 7 | Train Loss: 2.0054 | Val Accuracy: 41.68%
