Using device: cuda:1
Using math SDPA backend for higher-order gradient compatibility.
Loading MNIST dataset...
Train samples: 60000, Test samples: 10000
Epoch 0, Batch 150/1875: Loss=2.3629
Epoch 0, Batch 200/1875: Loss=2.3904
Epoch 0, Batch 250/1875: Loss=2.3870
Epoch 0, Batch 300/1875: Loss=2.3027
Epoch 0, Batch 350/1875: Loss=2.2015
Epoch 0, Batch 400/1875: Loss=2.1261
Epoch 0, Batch 450/1875: Loss=2.3314
Epoch 0, Batch 500/1875: Loss=2.3379
Epoch 0, Batch 550/1875: Loss=2.0711
Epoch 0, Batch 600/1875: Loss=2.3852
Epoch 0, Batch 650/1875: Loss=2.3119
Epoch 0, Batch 700/1875: Loss=2.2032
Epoch 0, Batch 750/1875: Loss=2.1878
Epoch 0, Batch 800/1875: Loss=2.4023
Epoch 0, Batch 850/1875: Loss=2.2539
Epoch 0, Batch 900/1875: Loss=2.0336
Epoch 0, Batch 950/1875: Loss=2.1909
Epoch 0, Batch 1000/1875: Loss=2.0720
Epoch 0, Batch 1050/1875: Loss=2.1469
Epoch 0, Batch 1100/1875: Loss=2.1024
Epoch 0, Batch 1150/1875: Loss=2.2655
Epoch 0, Batch 1200/1875: Loss=2.2456
Epoch 0, Batch 1250/1875: Loss=2.0011
Epoch 0, Batch 1300/1875: Loss=2.3074
Epoch 0, Batch 1350/1875: Loss=2.3343
Epoch 0, Batch 1400/1875: Loss=2.2596
Epoch 0, Batch 1450/1875: Loss=2.3255
Epoch 0, Batch 1500/1875: Loss=2.3275
Epoch 0, Batch 1550/1875: Loss=2.4953
Epoch 0, Batch 1600/1875: Loss=2.2545
Epoch 0, Batch 1650/1875: Loss=2.2727
Epoch 0, Batch 1700/1875: Loss=2.2372
Epoch 0, Batch 1750/1875: Loss=2.2859
Epoch 0, Batch 1800/1875: Loss=2.2972
Epoch 0, Batch 1850/1875: Loss=2.3816
Epoch 0 | Train Loss: 2.3381 | Test Accuracy: 11.45%
Epoch 1, Batch 0/1875: Loss=2.2630
Epoch 1, Batch 50/1875: Loss=2.4417
Epoch 1, Batch 100/1875: Loss=2.3360
Epoch 1, Batch 150/1875: Loss=2.3684
Epoch 1, Batch 200/1875: Loss=2.3325
Epoch 1, Batch 250/1875: Loss=2.2535
Epoch 1, Batch 300/1875: Loss=2.3551
Epoch 1, Batch 350/1875: Loss=2.2362
Epoch 1, Batch 400/1875: Loss=2.3123
Epoch 1, Batch 450/1875: Loss=2.2163
Epoch 1, Batch 500/1875: Loss=2.2833
Epoch 1, Batch 550/1875: Loss=2.4349
Epoch 1, Batch 600/1875: Loss=2.2490
Epoch 1, Batch 650/1875: Loss=2.2367
Epoch 1, Batch 700/1875: Loss=2.0958
Epoch 1, Batch 750/1875: Loss=2.1738
Epoch 1, Batch 800/1875: Loss=2.3776
Epoch 1, Batch 850/1875: Loss=2.2862
Epoch 1, Batch 900/1875: Loss=2.1521
Epoch 1, Batch 950/1875: Loss=2.1826
Epoch 1, Batch 1000/1875: Loss=2.2081
Epoch 1, Batch 1050/1875: Loss=2.2353
Epoch 1, Batch 1100/1875: Loss=2.2536
Epoch 1, Batch 1150/1875: Loss=2.3154
Epoch 1, Batch 1200/1875: Loss=2.2153
Epoch 1, Batch 1250/1875: Loss=2.2793
Epoch 1, Batch 1300/1875: Loss=2.3409
Epoch 1, Batch 1350/1875: Loss=2.3323
Epoch 1, Batch 1400/1875: Loss=2.2380
Epoch 1, Batch 1450/1875: Loss=2.2846
Epoch 1, Batch 1500/1875: Loss=2.2940
Epoch 1, Batch 1550/1875: Loss=2.1087
Epoch 1, Batch 1600/1875: Loss=2.2497
Epoch 1, Batch 1650/1875: Loss=2.2685
Epoch 1, Batch 1700/1875: Loss=2.2076
Epoch 1, Batch 1750/1875: Loss=2.0661
Epoch 1, Batch 1800/1875: Loss=2.2561
Epoch 1, Batch 1850/1875: Loss=2.2102
Epoch 1 | Train Loss: 2.2624 | Test Accuracy: 15.44%
Epoch 2, Batch 0/1875: Loss=2.1732
Epoch 2, Batch 50/1875: Loss=2.2483
Epoch 2, Batch 100/1875: Loss=2.1200
Epoch 2, Batch 150/1875: Loss=2.1499
Epoch 2, Batch 200/1875: Loss=2.1373
Epoch 2, Batch 250/1875: Loss=2.2684
Epoch 2, Batch 300/1875: Loss=2.2761
Epoch 2, Batch 350/1875: Loss=2.3644
Epoch 2, Batch 400/1875: Loss=2.1874
Epoch 2, Batch 450/1875: Loss=2.2532
Epoch 2, Batch 500/1875: Loss=2.2246
Epoch 2, Batch 550/1875: Loss=2.1094
Epoch 2, Batch 600/1875: Loss=2.1638
Epoch 2, Batch 650/1875: Loss=2.0398
Epoch 2, Batch 700/1875: Loss=2.1836
Epoch 2, Batch 750/1875: Loss=2.2625
Epoch 2, Batch 800/1875: Loss=2.1791
Epoch 2, Batch 850/1875: Loss=2.2017
Epoch 2, Batch 900/1875: Loss=2.2444
Epoch 2, Batch 950/1875: Loss=2.0901
Epoch 2, Batch 1000/1875: Loss=2.2546
Epoch 2, Batch 1050/1875: Loss=2.0546
Epoch 2, Batch 1100/1875: Loss=2.1942
Epoch 2, Batch 1150/1875: Loss=2.0717
Epoch 2, Batch 1200/1875: Loss=2.2757
Epoch 2, Batch 1250/1875: Loss=2.1532
Epoch 2, Batch 1300/1875: Loss=2.2248
Epoch 2, Batch 1350/1875: Loss=2.2616
Epoch 2, Batch 1400/1875: Loss=2.3250
Epoch 2, Batch 1450/1875: Loss=2.0245
Epoch 2, Batch 1500/1875: Loss=2.3198
Epoch 2, Batch 1550/1875: Loss=2.3139
Epoch 2, Batch 1600/1875: Loss=2.3080
Epoch 2, Batch 1650/1875: Loss=2.2882
Epoch 2, Batch 1700/1875: Loss=2.3295
Epoch 2, Batch 1750/1875: Loss=2.3104
Epoch 2, Batch 1800/1875: Loss=2.2796
Epoch 2, Batch 1850/1875: Loss=2.2761
Epoch 2 | Train Loss: 2.2144 | Test Accuracy: 11.05%
Epoch 3, Batch 0/1875: Loss=2.2785
Epoch 3, Batch 50/1875: Loss=2.2896
Epoch 3, Batch 100/1875: Loss=2.2404
Epoch 3, Batch 150/1875: Loss=2.2782
Epoch 3, Batch 200/1875: Loss=2.2424
Epoch 3, Batch 250/1875: Loss=2.5798
Epoch 3, Batch 300/1875: Loss=2.3427
Epoch 3, Batch 350/1875: Loss=2.3022
Epoch 3, Batch 400/1875: Loss=2.3054
Epoch 3, Batch 450/1875: Loss=2.3183
Epoch 3, Batch 500/1875: Loss=2.3084
Epoch 3, Batch 550/1875: Loss=2.2832
Epoch 3, Batch 600/1875: Loss=2.2821
Epoch 3, Batch 650/1875: Loss=2.2999
Epoch 3, Batch 700/1875: Loss=2.2620
Epoch 3, Batch 750/1875: Loss=2.3349
Epoch 3, Batch 800/1875: Loss=2.3173
Epoch 3, Batch 850/1875: Loss=2.3382
Epoch 3, Batch 900/1875: Loss=2.2940
Epoch 3, Batch 950/1875: Loss=2.3080
Epoch 3, Batch 1000/1875: Loss=2.2953
Epoch 3, Batch 1050/1875: Loss=2.2178
Epoch 3, Batch 1100/1875: Loss=2.3067
Epoch 3, Batch 1150/1875: Loss=2.3057
Epoch 3, Batch 1200/1875: Loss=2.3329
Epoch 3, Batch 1250/1875: Loss=2.3201
Epoch 3, Batch 1300/1875: Loss=2.2936
Epoch 3, Batch 1350/1875: Loss=2.2870
Epoch 3, Batch 1400/1875: Loss=2.2876
Epoch 3, Batch 1450/1875: Loss=2.2938
Epoch 3, Batch 1500/1875: Loss=2.2988
Epoch 3, Batch 1550/1875: Loss=2.3143
Epoch 3, Batch 1600/1875: Loss=2.3238
Epoch 3, Batch 1650/1875: Loss=2.3151
Epoch 3, Batch 1700/1875: Loss=2.3057
Epoch 3, Batch 1750/1875: Loss=2.3060
Epoch 3, Batch 1800/1875: Loss=2.2868
Epoch 3, Batch 1850/1875: Loss=2.3054
Epoch 3 | Train Loss: 2.3104 | Test Accuracy: 10.10%
Epoch 4, Batch 0/1875: Loss=2.3154
Epoch 4, Batch 50/1875: Loss=2.2910
Epoch 4, Batch 100/1875: Loss=2.2912
Epoch 4, Batch 150/1875: Loss=2.2987
Epoch 4, Batch 200/1875: Loss=2.2892
Epoch 4, Batch 250/1875: Loss=2.2801
Epoch 4, Batch 300/1875: Loss=2.3312
Epoch 4, Batch 350/1875: Loss=2.2830
Epoch 4, Batch 400/1875: Loss=2.2920
Epoch 4, Batch 450/1875: Loss=2.3116
Epoch 4, Batch 500/1875: Loss=2.3066
Epoch 4, Batch 550/1875: Loss=2.3178
Epoch 4, Batch 600/1875: Loss=2.2978
Epoch 4, Batch 650/1875: Loss=2.3025
Epoch 4, Batch 700/1875: Loss=2.3100
Epoch 4, Batch 750/1875: Loss=2.2438
Epoch 4, Batch 800/1875: Loss=2.2836
Epoch 4, Batch 850/1875: Loss=2.2906
Epoch 4, Batch 900/1875: Loss=2.3041
Epoch 4, Batch 950/1875: Loss=2.3026
Epoch 4, Batch 1000/1875: Loss=2.2786
Epoch 4, Batch 1050/1875: Loss=2.2973
Epoch 4, Batch 1100/1875: Loss=2.2889
Epoch 4, Batch 1150/1875: Loss=2.3452
Epoch 4, Batch 1200/1875: Loss=2.3009
Epoch 4, Batch 1250/1875: Loss=2.3267
Epoch 4, Batch 1300/1875: Loss=2.2675
Epoch 4, Batch 1350/1875: Loss=2.2812
Epoch 4, Batch 1400/1875: Loss=2.2984
Epoch 4, Batch 1450/1875: Loss=2.2821
Epoch 4, Batch 1500/1875: Loss=2.3157
Epoch 4, Batch 1550/1875: Loss=2.2910
Epoch 4, Batch 1600/1875: Loss=2.2807
Epoch 4, Batch 1650/1875: Loss=2.2969
Epoch 4, Batch 1700/1875: Loss=2.2940
Epoch 4, Batch 1750/1875: Loss=2.3165
Epoch 4, Batch 1800/1875: Loss=2.3016
Epoch 4, Batch 1850/1875: Loss=2.3009
Epoch 4 | Train Loss: 2.3014 | Test Accuracy: 12.73%
Epoch 5, Batch 0/1875: Loss=2.2996
Epoch 5, Batch 50/1875: Loss=2.3126
Epoch 5, Batch 100/1875: Loss=2.2890
Epoch 5, Batch 150/1875: Loss=2.3085
Epoch 5, Batch 200/1875: Loss=2.2738
Epoch 5, Batch 250/1875: Loss=2.2892
Epoch 5, Batch 300/1875: Loss=2.3004
Epoch 5, Batch 350/1875: Loss=2.3625
Epoch 5, Batch 400/1875: Loss=2.2817
Epoch 5, Batch 450/1875: Loss=2.2314
Epoch 5, Batch 500/1875: Loss=2.3147
Epoch 5, Batch 550/1875: Loss=2.2673
Epoch 5, Batch 600/1875: Loss=2.2723
Epoch 5, Batch 650/1875: Loss=2.2882
Epoch 5, Batch 700/1875: Loss=2.3052
Epoch 5, Batch 750/1875: Loss=2.1838
Epoch 5, Batch 800/1875: Loss=2.1797
Epoch 5, Batch 850/1875: Loss=2.2262
Epoch 5, Batch 900/1875: Loss=2.1773
Epoch 5, Batch 950/1875: Loss=2.1527
Epoch 5, Batch 1000/1875: Loss=2.1892
Epoch 5, Batch 1050/1875: Loss=2.1353
Epoch 5, Batch 1100/1875: Loss=2.0881
Epoch 5, Batch 1150/1875: Loss=1.9293
Epoch 5, Batch 1200/1875: Loss=2.2928
Epoch 5, Batch 1250/1875: Loss=2.0928
Epoch 5, Batch 1300/1875: Loss=2.0779
Epoch 5, Batch 1350/1875: Loss=2.1761
Epoch 5, Batch 1400/1875: Loss=2.1995
Epoch 5, Batch 1450/1875: Loss=2.2374
Epoch 5, Batch 1500/1875: Loss=2.0330
Epoch 5, Batch 1550/1875: Loss=1.9874
Epoch 5, Batch 1600/1875: Loss=2.2174
Epoch 5, Batch 1650/1875: Loss=1.9934
Epoch 5, Batch 1700/1875: Loss=2.0703
Epoch 5, Batch 1750/1875: Loss=1.9134
Epoch 5, Batch 1800/1875: Loss=2.0670
Epoch 5, Batch 1850/1875: Loss=1.9150
Epoch 5 | Train Loss: 2.2043 | Test Accuracy: 20.97%
Epoch 6, Batch 0/1875: Loss=2.2015
Epoch 6, Batch 50/1875: Loss=2.0256
Epoch 6, Batch 100/1875: Loss=2.0895
Epoch 6, Batch 150/1875: Loss=2.1907
Epoch 6, Batch 200/1875: Loss=2.1117
Epoch 6, Batch 250/1875: Loss=2.3041
Epoch 6, Batch 300/1875: Loss=2.1854
Epoch 6, Batch 350/1875: Loss=2.1443
Epoch 6, Batch 400/1875: Loss=2.2934
Epoch 6, Batch 450/1875: Loss=2.3053
Epoch 6, Batch 500/1875: Loss=2.2425
Epoch 6, Batch 550/1875: Loss=2.5890
Epoch 6, Batch 600/1875: Loss=2.3416
Epoch 6, Batch 650/1875: Loss=2.2836
Epoch 6, Batch 700/1875: Loss=2.2078
Epoch 6, Batch 750/1875: Loss=2.2640
Epoch 6, Batch 800/1875: Loss=2.2213
Epoch 6, Batch 850/1875: Loss=2.2501
Epoch 6, Batch 900/1875: Loss=2.2792
Epoch 6, Batch 950/1875: Loss=2.3053
Epoch 6, Batch 1000/1875: Loss=2.3234
Epoch 6, Batch 1050/1875: Loss=2.2966
Epoch 6, Batch 1100/1875: Loss=2.2474
Epoch 6, Batch 1150/1875: Loss=2.2837
Epoch 6, Batch 1200/1875: Loss=2.2864
Epoch 6, Batch 1250/1875: Loss=2.3982
Epoch 6, Batch 1300/1875: Loss=2.2321
Epoch 6, Batch 1350/1875: Loss=2.7465
Epoch 6, Batch 1400/1875: Loss=2.2812
Epoch 6, Batch 1450/1875: Loss=2.2840
Epoch 6, Batch 1500/1875: Loss=2.2381
Epoch 6, Batch 1550/1875: Loss=2.2756
Epoch 6, Batch 1600/1875: Loss=2.2648
Epoch 6, Batch 1650/1875: Loss=2.2574
Epoch 6, Batch 1700/1875: Loss=2.1951
Epoch 6, Batch 1750/1875: Loss=2.3024
Epoch 6, Batch 1800/1875: Loss=2.2950
Epoch 6, Batch 1850/1875: Loss=2.2026
Epoch 6 | Train Loss: 2.2596 | Test Accuracy: 16.16%
Epoch 7, Batch 0/1875: Loss=2.2906
Epoch 7, Batch 50/1875: Loss=2.1939
Epoch 7, Batch 100/1875: Loss=2.4546
Epoch 7, Batch 150/1875: Loss=2.3760
Epoch 7, Batch 200/1875: Loss=2.4073
Epoch 7, Batch 250/1875: Loss=2.1784
Epoch 7, Batch 300/1875: Loss=2.1728
Epoch 7, Batch 350/1875: Loss=2.2662
Epoch 7, Batch 400/1875: Loss=2.2064
Epoch 7, Batch 450/1875: Loss=2.3692
Epoch 7, Batch 500/1875: Loss=2.0697
Epoch 7, Batch 550/1875: Loss=2.2601
Epoch 7, Batch 600/1875: Loss=2.2503
Epoch 7, Batch 650/1875: Loss=2.3503
Epoch 7, Batch 700/1875: Loss=2.2049
Epoch 7, Batch 750/1875: Loss=2.1176
Epoch 7, Batch 800/1875: Loss=2.0962
Epoch 7, Batch 850/1875: Loss=2.2984
Epoch 7, Batch 900/1875: Loss=2.2088
Epoch 7, Batch 950/1875: Loss=2.2966
Epoch 7, Batch 1000/1875: Loss=2.3766
Epoch 7, Batch 1050/1875: Loss=2.3564
Epoch 7, Batch 1100/1875: Loss=2.3253
Epoch 7, Batch 1150/1875: Loss=2.2768
Epoch 7, Batch 1200/1875: Loss=2.2446
Epoch 7, Batch 1250/1875: Loss=2.3056
Epoch 7, Batch 1300/1875: Loss=2.2762
Epoch 7, Batch 1350/1875: Loss=2.2693
Epoch 7, Batch 1400/1875: Loss=2.3640
Epoch 7, Batch 1450/1875: Loss=2.2227
Epoch 7, Batch 1500/1875: Loss=2.2556
Epoch 7, Batch 1550/1875: Loss=2.2736
Epoch 7, Batch 1600/1875: Loss=2.2525
Epoch 7, Batch 1650/1875: Loss=2.2876
Epoch 7, Batch 1700/1875: Loss=2.2612
Epoch 7, Batch 1750/1875: Loss=2.2522
Epoch 7, Batch 1800/1875: Loss=2.2779
Epoch 7, Batch 1850/1875: Loss=2.2390
Epoch 7 | Train Loss: 2.2717 | Test Accuracy: 14.30%
Epoch 8, Batch 0/1875: Loss=2.2726
Epoch 8, Batch 50/1875: Loss=2.3633
Epoch 8, Batch 100/1875: Loss=2.2244
Epoch 8, Batch 150/1875: Loss=2.2207
Epoch 8, Batch 200/1875: Loss=2.3720
Epoch 8, Batch 250/1875: Loss=2.3920
Epoch 8, Batch 300/1875: Loss=2.3591
Epoch 8, Batch 350/1875: Loss=2.2566
Epoch 8, Batch 400/1875: Loss=2.3075
Epoch 8, Batch 450/1875: Loss=2.2800
Epoch 8, Batch 500/1875: Loss=2.3363
Epoch 8, Batch 550/1875: Loss=2.3236
Epoch 8, Batch 600/1875: Loss=2.2561
Epoch 8, Batch 650/1875: Loss=2.2674
Epoch 8, Batch 700/1875: Loss=2.2882
Epoch 8, Batch 750/1875: Loss=2.3260
Epoch 8, Batch 800/1875: Loss=1227.6403
Epoch 8, Batch 850/1875: Loss=2.3502
Epoch 8, Batch 900/1875: Loss=2.3619
Epoch 8, Batch 950/1875: Loss=2.3210
Epoch 8, Batch 1000/1875: Loss=2.2270
Epoch 8, Batch 1050/1875: Loss=2.2865
Epoch 8, Batch 1100/1875: Loss=2.3228
Epoch 8, Batch 1150/1875: Loss=2.2773
Epoch 8, Batch 1200/1875: Loss=2.3335
Epoch 8, Batch 1250/1875: Loss=2.2975
Epoch 8, Batch 1300/1875: Loss=2.2990
Epoch 8, Batch 1350/1875: Loss=2.3837
Epoch 8, Batch 1400/1875: Loss=2.3325
Epoch 8, Batch 1450/1875: Loss=2.2988
Epoch 8, Batch 1500/1875: Loss=2.3196
Epoch 8, Batch 1550/1875: Loss=2.3292
Epoch 8, Batch 1600/1875: Loss=2.3111
Epoch 8, Batch 1650/1875: Loss=2.3177
Epoch 8, Batch 1700/1875: Loss=2.2788
Epoch 8, Batch 1750/1875: Loss=2.3000
Epoch 8, Batch 1800/1875: Loss=2.3977
Epoch 8, Batch 1850/1875: Loss=2.3331
Epoch 8 | Train Loss: 5.6860 | Test Accuracy: 13.36%
Epoch 9, Batch 0/1875: Loss=2.2623
Epoch 9, Batch 50/1875: Loss=2.3317
Epoch 9, Batch 100/1875: Loss=2.2976
Epoch 9, Batch 150/1875: Loss=2.3302
Epoch 9, Batch 200/1875: Loss=2.2862
Epoch 9, Batch 250/1875: Loss=2.3283
Epoch 9, Batch 300/1875: Loss=2.2958
Epoch 9, Batch 350/1875: Loss=2.2623
Epoch 9, Batch 400/1875: Loss=2.2913
Epoch 9, Batch 450/1875: Loss=2.3557
Epoch 9, Batch 500/1875: Loss=2.3285
Epoch 9, Batch 550/1875: Loss=2.2863
Epoch 9, Batch 600/1875: Loss=2.2812
Epoch 9, Batch 650/1875: Loss=2.3083
Epoch 9, Batch 700/1875: Loss=2.3022
Epoch 9, Batch 750/1875: Loss=2.2632
Epoch 9, Batch 800/1875: Loss=2.3339
Epoch 9, Batch 850/1875: Loss=2.2894
Epoch 9, Batch 900/1875: Loss=2.2953
Epoch 9, Batch 950/1875: Loss=2.3055
Epoch 9, Batch 1000/1875: Loss=2.3009
Epoch 9, Batch 1050/1875: Loss=2.2893
Epoch 9, Batch 1100/1875: Loss=2.3175
Epoch 9, Batch 1150/1875: Loss=2.3342
Epoch 9, Batch 1200/1875: Loss=2.3258
Epoch 9, Batch 1250/1875: Loss=2.2615
Epoch 9, Batch 1300/1875: Loss=2.3006
Epoch 9, Batch 1350/1875: Loss=2.2885
Epoch 9, Batch 1400/1875: Loss=2.3144
Epoch 9, Batch 1450/1875: Loss=2.2865
Epoch 9, Batch 1500/1875: Loss=2.3149
Epoch 9, Batch 1550/1875: Loss=2.3009
Epoch 9, Batch 1600/1875: Loss=2.3269
Epoch 9, Batch 1650/1875: Loss=2.2967
Epoch 9, Batch 1700/1875: Loss=2.2989
Epoch 9, Batch 1750/1875: Loss=2.3003
Epoch 9, Batch 1800/1875: Loss=2.2936
Epoch 9, Batch 1850/1875: Loss=2.3030
Epoch 9 | Train Loss: 38939.8121 | Test Accuracy: 11.24%
Final Test Accuracy: 11.24%

--- QI ViT-B/16 without Jet Loss 2F ---
Epoch 0, Batch 0/1875: Loss=2.4498
Epoch 0, Batch 50/1875: Loss=2.4574
Epoch 0, Batch 100/1875: Loss=2.2918
Epoch 0, Batch 150/1875: Loss=2.3470
Epoch 0, Batch 200/1875: Loss=2.4003
Epoch 0, Batch 250/1875: Loss=2.1692
Epoch 0, Batch 300/1875: Loss=5.4023
Epoch 0, Batch 350/1875: Loss=2.3100
Epoch 0, Batch 400/1875: Loss=2.1799
Epoch 0, Batch 450/1875: Loss=2.2055
Epoch 0, Batch 500/1875: Loss=2.0896
Epoch 0, Batch 550/1875: Loss=2.3008
Epoch 0, Batch 600/1875: Loss=2.3077
Epoch 0, Batch 650/1875: Loss=2.3369
Epoch 0, Batch 700/1875: Loss=2.4134
Epoch 0, Batch 750/1875: Loss=2.3384
Epoch 0, Batch 800/1875: Loss=2.3275
Epoch 0, Batch 850/1875: Loss=2.2897
Epoch 0, Batch 900/1875: Loss=2.3111
Epoch 0, Batch 950/1875: Loss=2.3781
Epoch 0, Batch 1000/1875: Loss=2.2195
Epoch 0, Batch 1050/1875: Loss=2.3807
Epoch 0, Batch 1100/1875: Loss=2.2973
Epoch 0, Batch 1150/1875: Loss=2.2747
Epoch 0, Batch 1200/1875: Loss=2.1808
Epoch 0, Batch 1250/1875: Loss=2.1498
Epoch 0, Batch 1300/1875: Loss=2.3191
Epoch 0, Batch 1350/1875: Loss=2.1792
Epoch 0, Batch 1400/1875: Loss=2.4525
Epoch 0, Batch 1450/1875: Loss=2.3478
Epoch 0, Batch 1500/1875: Loss=2.3132
Epoch 0, Batch 1550/1875: Loss=2.2952
Epoch 0, Batch 1600/1875: Loss=2.3444
Epoch 0, Batch 1650/1875: Loss=2.3785
Epoch 0, Batch 1700/1875: Loss=2.3422
Epoch 0, Batch 1750/1875: Loss=2.2350
Epoch 0, Batch 1800/1875: Loss=2.3727
Epoch 0, Batch 1850/1875: Loss=2.1986
Epoch 0 | Train Loss: 2.3105 | Test Accuracy: 19.96%
Epoch 1, Batch 0/1875: Loss=2.2634
Epoch 1, Batch 50/1875: Loss=2.2008
Epoch 1, Batch 100/1875: Loss=2.1203
Epoch 1, Batch 150/1875: Loss=2.1664
Epoch 1, Batch 200/1875: Loss=2.2072
Epoch 1, Batch 250/1875: Loss=2.2162
Epoch 1, Batch 300/1875: Loss=2.1853
Epoch 1, Batch 350/1875: Loss=2.2546
Epoch 1, Batch 400/1875: Loss=2.2274
Epoch 1, Batch 450/1875: Loss=2.2118
Epoch 1, Batch 500/1875: Loss=2.2813
Epoch 1, Batch 550/1875: Loss=2.2835
Epoch 1, Batch 600/1875: Loss=2.2337
Epoch 1, Batch 650/1875: Loss=2.2701
Epoch 1, Batch 700/1875: Loss=2.1272
Epoch 1, Batch 750/1875: Loss=2.1331
Epoch 1, Batch 800/1875: Loss=2.3450
Epoch 1, Batch 850/1875: Loss=2.2898
Epoch 1, Batch 900/1875: Loss=2.2830
Epoch 1, Batch 950/1875: Loss=2.2846
Epoch 1, Batch 1000/1875: Loss=2.4588
Epoch 1, Batch 1050/1875: Loss=2.3085
Epoch 1, Batch 1100/1875: Loss=2.3428
Epoch 1, Batch 1150/1875: Loss=2.3469
Epoch 1, Batch 1200/1875: Loss=2.3068
Epoch 1, Batch 1250/1875: Loss=2.2949
Epoch 1, Batch 1300/1875: Loss=2.2921
Epoch 1, Batch 1350/1875: Loss=2.2834
Epoch 1, Batch 1400/1875: Loss=2.2999
Epoch 1, Batch 1450/1875: Loss=2.3094
Epoch 1, Batch 1500/1875: Loss=2.3338
Epoch 1, Batch 1550/1875: Loss=2.3240
Epoch 1, Batch 1600/1875: Loss=2.3284
Epoch 1, Batch 1650/1875: Loss=2.2875
Epoch 1, Batch 1700/1875: Loss=2.3969
Epoch 1, Batch 1750/1875: Loss=2.4032
Epoch 1, Batch 1800/1875: Loss=2.3296
Epoch 1, Batch 1850/1875: Loss=2.2984
Epoch 1 | Train Loss: 2.2852 | Test Accuracy: 12.84%
Epoch 2, Batch 0/1875: Loss=2.3119
Epoch 2, Batch 50/1875: Loss=2.2787
Epoch 2, Batch 100/1875: Loss=2.2821
Epoch 2, Batch 150/1875: Loss=2.3170
Epoch 2, Batch 200/1875: Loss=2.2776
Epoch 2, Batch 250/1875: Loss=2.3000
Epoch 2, Batch 300/1875: Loss=2.3425
Epoch 2, Batch 350/1875: Loss=2.3403
Epoch 2, Batch 400/1875: Loss=2.2791
Epoch 2, Batch 450/1875: Loss=2.3106
Epoch 2, Batch 500/1875: Loss=2.2518
Epoch 2, Batch 550/1875: Loss=2.3315
Epoch 2, Batch 600/1875: Loss=2.2524
Epoch 2, Batch 650/1875: Loss=2.2828
Epoch 2, Batch 700/1875: Loss=2.2349
Epoch 2, Batch 750/1875: Loss=2.2724
Epoch 2, Batch 800/1875: Loss=2.2800
Epoch 2, Batch 850/1875: Loss=2.4851
Epoch 2, Batch 900/1875: Loss=2.5275
Epoch 2, Batch 950/1875: Loss=2.3632
Epoch 2, Batch 1000/1875: Loss=2.3280
Epoch 2, Batch 1050/1875: Loss=2.3491
Epoch 2, Batch 1100/1875: Loss=2.3576
Epoch 2, Batch 1150/1875: Loss=2.3086
Epoch 2, Batch 1200/1875: Loss=2.3909
Epoch 2, Batch 1250/1875: Loss=2.3434
Epoch 2, Batch 1300/1875: Loss=2.4631
Epoch 2, Batch 1350/1875: Loss=2.3986
Epoch 2, Batch 1400/1875: Loss=2.3778
Epoch 2, Batch 1450/1875: Loss=2.3154
Epoch 2, Batch 1500/1875: Loss=2.2691
Epoch 2, Batch 1550/1875: Loss=2.2414
Epoch 2, Batch 1600/1875: Loss=2.2914
Epoch 2, Batch 1650/1875: Loss=2.2842
Epoch 2, Batch 1700/1875: Loss=2.2579
Epoch 2, Batch 1750/1875: Loss=2.3121
Epoch 2, Batch 1800/1875: Loss=2.2759
Epoch 2, Batch 1850/1875: Loss=2.3676
Epoch 2 | Train Loss: 2.3158 | Test Accuracy: 9.74%
Epoch 3, Batch 0/1875: Loss=2.3329
Epoch 3, Batch 50/1875: Loss=2.3217
Epoch 3, Batch 100/1875: Loss=2.3056
Epoch 3, Batch 150/1875: Loss=2.3079
Epoch 3, Batch 200/1875: Loss=2.2786
Epoch 3, Batch 250/1875: Loss=2.3697
Epoch 3, Batch 300/1875: Loss=2.2884
Epoch 3, Batch 350/1875: Loss=2.3170
Epoch 3, Batch 400/1875: Loss=2.2310
Epoch 3, Batch 450/1875: Loss=2.2369
Epoch 3, Batch 500/1875: Loss=2.2721
Epoch 3, Batch 550/1875: Loss=2.3098
Epoch 3, Batch 600/1875: Loss=2.3111
Epoch 3, Batch 650/1875: Loss=2.1662
Epoch 3, Batch 700/1875: Loss=2.2841
Epoch 3, Batch 750/1875: Loss=2.2433
Epoch 3, Batch 800/1875: Loss=2.3923
Epoch 3, Batch 850/1875: Loss=2.3426
Epoch 3, Batch 900/1875: Loss=2.3019
Epoch 3, Batch 950/1875: Loss=2.2749
Epoch 3, Batch 1000/1875: Loss=2.2988
Epoch 3, Batch 1050/1875: Loss=2.1746
Epoch 3, Batch 1100/1875: Loss=2.2341
Epoch 3, Batch 1150/1875: Loss=2.3069
Epoch 3, Batch 1200/1875: Loss=2.2718
Epoch 3, Batch 1250/1875: Loss=2.4343
Epoch 3, Batch 1300/1875: Loss=2.3859
Epoch 3, Batch 1350/1875: Loss=2.2666
Epoch 3, Batch 1400/1875: Loss=2.3142
Epoch 3, Batch 1450/1875: Loss=2.3201
Epoch 3, Batch 1500/1875: Loss=2.3318
Epoch 3, Batch 1550/1875: Loss=2.2880
Epoch 3, Batch 1600/1875: Loss=2.3018
Epoch 3, Batch 1650/1875: Loss=2.2343
Epoch 3, Batch 1700/1875: Loss=2.3103
Epoch 3, Batch 1750/1875: Loss=2.3018
